證券代碼,簡稱,年月日,報酬率％
2882   ,國泰金       ,20240726,     0.0000
1102   ,亞泥         ,20240729,     1.3398
2498   ,宏達電       ,20240729,    -2.1965
2882   ,國泰金       ,20240729,     1.9512
1102   ,亞泥         ,20240730,    -0.7212
2498   ,宏達電       ,20240730,     2.1277
2882   ,國泰金       ,20240730,    -1.5949
1102   ,亞泥         ,20240731,     0.3632
2498   ,宏達電       ,20240731,     1.9676
2882   ,國泰金       ,20240731,     1.1345
1102   ,亞泥         ,20240801,    -0.6031
2498   ,宏達電       ,20240801,     2.1566
2882   ,國泰金       ,20240801,     0.6410
1102   ,亞泥         ,20240802,     0.6068
2498   ,宏達電       ,20240802,    -4.5556
2882   ,國泰金       ,20240802,    -2.3885
1102   ,亞泥         ,20240805,    -2.6538
2498   ,宏達電       ,20240805,    -9.8952
2882   ,國泰金       ,20240805,    -9.2985
1102   ,亞泥         ,20240806,     3.3457
2498   ,宏達電       ,20240806,    -2.3256
2882   ,國泰金       ,20240806,     0.8993
1102   ,亞泥         ,20240807,    -0.2398
2498   ,宏達電       ,20240807,     4.3651
2882   ,國泰金       ,20240807,     4.4563
1102   ,亞泥         ,20240808,     1.8029
2498   ,宏達電       ,20240808,    -1.0139
2882   ,國泰金       ,20240808,    -1.3652
1102   ,亞泥         ,20240809,     2.2432
2498   ,宏達電       ,20240809,    -0.7682
2882   ,國泰金       ,20240809,     4.6713
1102   ,亞泥         ,20240812,     0.4619
2498   ,宏達電       ,20240812,     1.9355
2882   ,國泰金       ,20240812,     0.8264
1102   ,亞泥         ,20240813,     0.2299
2498   ,宏達電       ,20240813,     0.6329
2882   ,國泰金       ,20240813,     0.4918
1102   ,亞泥         ,20240814,     1.3761
2498   ,宏達電       ,20240814,     2.6415
2882   ,國泰金       ,20240814,     0.9788
1102   ,亞泥         ,20240815,    -1.1312
2498   ,宏達電       ,20240815,     1.1029
2882   ,國泰金       ,20240815,    -0.4847
1102   ,亞泥         ,20240816,     1.0297
2498   ,宏達電       ,20240816,     2.0606
2882   ,國泰金       ,20240816,     2.2727
1102   ,亞泥         ,20240819,     0.4530
2498   ,宏達電       ,20240819,    -0.1188
2882   ,國泰金       ,20240819,    -1.1111
1102   ,亞泥         ,20240820,     0.7892
2498   ,宏達電       ,20240820,     1.5458
2882   ,國泰金       ,20240820,    -0.9631
1102   ,亞泥         ,20240821,    -1.0067
2498   ,宏達電       ,20240821,     0.5855
2882   ,國泰金       ,20240821,     0.3241
1102   ,亞泥         ,20240822,     1.2429
2498   ,宏達電       ,20240822,     3.1432
2882   ,國泰金       ,20240822,    -0.8078
1102   ,亞泥         ,20240823,     0.3348
2498   ,宏達電       ,20240823,    -0.7901
2882   ,國泰金       ,20240823,     0.1629
1102   ,亞泥         ,20240826,     0.1112
2498   ,宏達電       ,20240826,     3.5267
2882   ,國泰金       ,20240826,     3.9024
1102   ,亞泥         ,20240827,    -0.2222
2498   ,宏達電       ,20240827,     0.0000
2882   ,國泰金       ,20240827,    -1.2520
1102   ,亞泥         ,20240828,     0.0000
2498   ,宏達電       ,20240828,    -1.0989
2882   ,國泰金       ,20240828,     0.6339
1102   ,亞泥         ,20240829,     0.0000
2498   ,宏達電       ,20240829,    -0.7778
2882   ,國泰金       ,20240829,    -0.6299
1102   ,亞泥         ,20240830,     0.4454
2498   ,宏達電       ,20240830,    -0.3359
2882   ,國泰金       ,20240830,     0.6339
1102   ,亞泥         ,20240902,     0.1109
2498   ,宏達電       ,20240902,    -0.1124
2882   ,國泰金       ,20240902,     1.8898
1102   ,亞泥         ,20240903,    -0.1107
2498   ,宏達電       ,20240903,    -1.1249
2882   ,國泰金       ,20240903,    -1.5456
1102   ,亞泥         ,20240904,    -1.7738
2498   ,宏達電       ,20240904,    -4.3231
2882   ,國泰金       ,20240904,    -3.2967
1102   ,亞泥         ,20240905,     0.9029
2498   ,宏達電       ,20240905,     4.9941
2882   ,國泰金       ,20240905,     1.2987
1102   ,亞泥         ,20240906,     0.5593
2498   ,宏達電       ,20240906,     0.9060
2882   ,國泰金       ,20240906,     1.7628
1102   ,亞泥         ,20240909,    -0.4449
2498   ,宏達電       ,20240909,    -1.4590
2882   ,國泰金       ,20240909,    -1.5748
1102   ,亞泥         ,20240910,     0.2235
2498   ,宏達電       ,20240910,    -3.3030
2882   ,國泰金       ,20240910,     0.1600
1102   ,亞泥         ,20240911,    -0.7804
2498   ,宏達電       ,20240911,     2.2379
2882   ,國泰金       ,20240911,    -0.1597
1102   ,亞泥         ,20240912,     0.4494
2498   ,宏達電       ,20240912,     1.7281
2882   ,國泰金       ,20240912,     0.6400
1102   ,亞泥         ,20240913,     0.4474
2498   ,宏達電       ,20240913,     2.9445
2882   ,國泰金       ,20240913,     0.4769
1102   ,亞泥         ,20240916,     0.2227
2498   ,宏達電       ,20240916,     0.4400
2882   ,國泰金       ,20240916,    -0.1582
1102   ,亞泥         ,20240918,    -0.4444
2498   ,宏達電       ,20240918,    -1.8620
2882   ,國泰金       ,20240918,     0.1585
1102   ,亞泥         ,20240919,     0.3348
2498   ,宏達電       ,20240919,     1.0045
2882   ,國泰金       ,20240919,     2.5316
1102   ,亞泥         ,20240920,     0.1112
2498   ,宏達電       ,20240920,    -1.3260
2882   ,國泰金       ,20240920,    -0.1543
1102   ,亞泥         ,20240923,     0.2222
2498   ,宏達電       ,20240923,    -0.3359
2882   ,國泰金       ,20240923,     1.0819
1102   ,亞泥         ,20240924,     0.2217
2498   ,宏達電       ,20240924,    -1.1236
2882   ,國泰金       ,20240924,     1.3761
1102   ,亞泥         ,20240925,     1.3274
2498   ,宏達電       ,20240925,     0.0000
2882   ,國泰金       ,20240925,     1.2066
1102   ,亞泥         ,20240926,     0.8734
2498   ,宏達電       ,20240926,     0.4545
2882   ,國泰金       ,20240926,     1.7884
1102   ,亞泥         ,20240927,     0.9740
2498   ,宏達電       ,20240927,     2.3756
2882   ,國泰金       ,20240927,    -1.1713
1102   ,亞泥         ,20240930,     2.3580
2498   ,宏達電       ,20240930,     4.6409
2882   ,國泰金       ,20240930,    -1.4815
1102   ,亞泥         ,20241001,    -0.6283
2498   ,宏達電       ,20241001,     9.8205
2882   ,國泰金       ,20241001,     0.3008
1102   ,亞泥         ,20241004,     0.4215
2498   ,宏達電       ,20241004,     0.0000
2882   ,國泰金       ,20241004,    -1.0495
1102   ,亞泥         ,20241007,    -0.6296
2498   ,宏達電       ,20241007,    -0.9615
2882   ,國泰金       ,20241007,     3.0303
1102   ,亞泥         ,20241008,     0.0000
2498   ,宏達電       ,20241008,    -3.4951
2882   ,國泰金       ,20241008,    -0.4412
1102   ,亞泥         ,20241009,    -1.5839
2498   ,宏達電       ,20241009,    -3.0181
2882   ,國泰金       ,20241009,     0.1477
1102   ,亞泥         ,20241011,    -1.2876
2498   ,宏達電       ,20241011,    -1.4523
2882   ,國泰金       ,20241011,     0.2950
1102   ,亞泥         ,20241014,     0.0000
2498   ,宏達電       ,20241014,     0.3158
2882   ,國泰金       ,20241014,    -0.4412
1102   ,亞泥         ,20241015,     1.1957
2498   ,宏達電       ,20241015,     1.9937
2882   ,國泰金       ,20241015,     1.6248
1102   ,亞泥         ,20241016,    -1.8260
2498   ,宏達電       ,20241016,    -1.6461
2882   ,國泰金       ,20241016,    -1.4535
1102   ,亞泥         ,20241017,     2.8446
2498   ,宏達電       ,20241017,     1.7782
2882   ,國泰金       ,20241017,     1.1799
1102   ,亞泥         ,20241018,     1.2766
2498   ,宏達電       ,20241018,    -0.5139
2882   ,國泰金       ,20241018,     1.7493
1102   ,亞泥         ,20241021,    -1.2605
2498   ,宏達電       ,20241021,    -0.8264
2882   ,國泰金       ,20241021,    -2.1490
1102   ,亞泥         ,20241022,    -0.1064
2498   ,宏達電       ,20241022,    -0.2083
2882   ,國泰金       ,20241022,     1.4641
1102   ,亞泥         ,20241023,    -1.3845
2498   ,宏達電       ,20241023,    -0.6263
2882   ,國泰金       ,20241023,    -0.1443
1102   ,亞泥         ,20241024,     1.1879
2498   ,宏達電       ,20241024,    -3.6765
2882   ,國泰金       ,20241024,    -1.4451
1102   ,亞泥         ,20241025,    -0.2134
2498   ,宏達電       ,20241025,    -0.5453
2882   ,國泰金       ,20241025,     1.1730
1102   ,亞泥         ,20241028,     0.0000
2498   ,宏達電       ,20241028,     0.2193
2882   ,國泰金       ,20241028,     0.4348
1102   ,亞泥         ,20241029,    -0.3209
2498   ,宏達電       ,20241029,    -3.0635
2882   ,國泰金       ,20241029,    -1.1544
1102   ,亞泥         ,20241030,     0.1073
2498   ,宏達電       ,20241030,    -0.6772
2882   ,國泰金       ,20241030,     0.5839
1102   ,亞泥         ,20241101,    -0.7503
2498   ,宏達電       ,20241101,    -2.0455
2882   ,國泰金       ,20241101,    -0.4354
1102   ,亞泥         ,20241104,     1.7279
2498   ,宏達電       ,20241104,     1.0441
2882   ,國泰金       ,20241104,     1.4577
1102   ,亞泥         ,20241105,     1.0616
2498   ,宏達電       ,20241105,     1.2629
2882   ,國泰金       ,20241105,     0.2874
1102   ,亞泥         ,20241106,    -1.1555
2498   ,宏達電       ,20241106,    -0.6803
2882   ,國泰金       ,20241106,    -1.0029
1102   ,亞泥         ,20241107,     0.7439
2498   ,宏達電       ,20241107,     2.6256
2882   ,國泰金       ,20241107,     1.0130
1102   ,亞泥         ,20241108,     0.3165
2498   ,宏達電       ,20241108,    -1.3348
2882   ,國泰金       ,20241108,    -0.4298
1102   ,亞泥         ,20241111,    -2.3134
2498   ,宏達電       ,20241111,     1.6911
2882   ,國泰金       ,20241111,    -1.1511
1102   ,亞泥         ,20241112,    -0.8611
2498   ,宏達電       ,20241112,    -0.7761
2882   ,國泰金       ,20241112,    -1.7467
1102   ,亞泥         ,20241113,    -0.6515
2498   ,宏達電       ,20241113,    -1.8994
2882   ,國泰金       ,20241113,    -1.0370
1102   ,亞泥         ,20241114,    -0.3279
2498   ,宏達電       ,20241114,    -3.1891
2882   ,國泰金       ,20241114,    -0.8982
1102   ,亞泥         ,20241115,     1.3158
2498   ,宏達電       ,20241115,     1.0588
2882   ,國泰金       ,20241115,     1.0574
1102   ,亞泥         ,20241118,    -2.0563
2498   ,宏達電       ,20241118,    -0.2328
2882   ,國泰金       ,20241118,     0.1495
1102   ,亞泥         ,20241119,    -2.7624
2498   ,宏達電       ,20241119,     1.0502
2882   ,國泰金       ,20241119,     1.0448
1102   ,亞泥         ,20241120,    -0.5682
2498   ,宏達電       ,20241120,    -0.8083
2882   ,國泰金       ,20241120,    -0.4431
1102   ,亞泥         ,20241121,    -0.1143
2498   ,宏達電       ,20241121,     0.2328
2882   ,國泰金       ,20241121,    -1.1869
1102   ,亞泥         ,20241122,     0.4577
2498   ,宏達電       ,20241122,    -0.1161
2882   ,國泰金       ,20241122,     0.3003
1102   ,亞泥         ,20241125,     0.0000
2498   ,宏達電       ,20241125,    10.0000
2882   ,國泰金       ,20241125,     0.7485
1102   ,亞泥         ,20241126,    -1.2528
2498   ,宏達電       ,20241126,    -0.7400
2882   ,國泰金       ,20241126,     0.1486
1102   ,亞泥         ,20241127,    -1.9608
2498   ,宏達電       ,20241127,    -2.6624
2882   ,國泰金       ,20241127,    -1.3353
1102   ,亞泥         ,20241128,    -0.4706
2498   ,宏達電       ,20241128,    -2.5164
2882   ,國泰金       ,20241128,    -0.3008
1102   ,亞泥         ,20241129,    -0.5910
2498   ,宏達電       ,20241129,     1.2346
2882   ,國泰金       ,20241129,    -0.9050
1102   ,亞泥         ,20241202,     2.0214
2498   ,宏達電       ,20241202,    -1.8847
2882   ,國泰金       ,20241202,     2.8919
1102   ,亞泥         ,20241203,     1.3986
2498   ,宏達電       ,20241203,     0.2260
2882   ,國泰金       ,20241203,     1.9231
1102   ,亞泥         ,20241204,    -2.5287
2498   ,宏達電       ,20241204,     2.5930
2882   ,國泰金       ,20241204,     0.1451
1102   ,亞泥         ,20241205,     0.1179
2498   ,宏達電       ,20241205,    -1.2088
2882   ,國泰金       ,20241205,     0.2899
1102   ,亞泥         ,20241206,     0.5889
2498   ,宏達電       ,20241206,    -1.3348
2882   ,國泰金       ,20241206,    -0.7225
1102   ,亞泥         ,20241209,    -0.4684
2498   ,宏達電       ,20241209,    -2.1421
2882   ,國泰金       ,20241209,     0.7278
1102   ,亞泥         ,20241210,    -0.4706
2498   ,宏達電       ,20241210,     0.6912
2882   ,國泰金       ,20241210,    -0.8671
1102   ,亞泥         ,20241211,     0.9456
2498   ,宏達電       ,20241211,    -0.2288
2882   ,國泰金       ,20241211,    -0.2915
1102   ,亞泥         ,20241212,     0.3513
2498   ,宏達電       ,20241212,    -1.0321
2882   ,國泰金       ,20241212,     1.7544
1102   ,亞泥         ,20241213,    -0.2334
2498   ,宏達電       ,20241213,    -1.9699
2882   ,國泰金       ,20241213,    -0.1437
1102   ,亞泥         ,20241216,    -2.5731
2498   ,宏達電       ,20241216,    -3.6643
2882   ,國泰金       ,20241216,     0.8633
1102   ,亞泥         ,20241217,     1.3205
2498   ,宏達電       ,20241217,     3.3129
2882   ,國泰金       ,20241217,    -2.1398
1102   ,亞泥         ,20241218,     0.1185
2498   ,宏達電       ,20241218,    -1.3064
2882   ,國泰金       ,20241218,     0.2915
1102   ,亞泥         ,20241219,    -1.6568
2498   ,宏達電       ,20241219,     0.1203
2882   ,國泰金       ,20241219,    -1.5988
1102   ,亞泥         ,20241220,    -0.2407
2498   ,宏達電       ,20241220,    -0.8413
2882   ,國泰金       ,20241220,    -0.5908
1102   ,亞泥         ,20241223,    -1.2063
2498   ,宏達電       ,20241223,     5.8182
2882   ,國泰金       ,20241223,     2.5260
1102   ,亞泥         ,20241224,    -0.6105
2498   ,宏達電       ,20241224,    -3.0928
2882   ,國泰金       ,20241224,    -0.1449
1102   ,亞泥         ,20241225,     0.4914
2498   ,宏達電       ,20241225,     5.2009
2882   ,國泰金       ,20241225,    -0.2903
1102   ,亞泥         ,20241226,     0.3667
2498   ,宏達電       ,20241226,    10.0000
2882   ,國泰金       ,20241226,     0.0000
1102   ,亞泥         ,20241227,    -0.4872
2498   ,宏達電       ,20241227,     0.1021
2882   ,國泰金       ,20241227,     0.8734
1102   ,亞泥         ,20241230,    -0.6120
2498   ,宏達電       ,20241230,     4.4898
2882   ,國泰金       ,20241230,    -0.1443
1102   ,亞泥         ,20241231,    -0.4926
2498   ,宏達電       ,20241231,    -3.9063
2882   ,國泰金       ,20241231,    -1.3006
1102   ,亞泥         ,20250102,    -0.3713
2498   ,宏達電       ,20250102,    -3.0488
2882   ,國泰金       ,20250102,    -0.4392
1102   ,亞泥         ,20250103,    -0.3727
2498   ,宏達電       ,20250103,     0.2096
2882   ,國泰金       ,20250103,    -0.2941
1102   ,亞泥         ,20250106,     0.7481
2498   ,宏達電       ,20250106,     2.9289
2882   ,國泰金       ,20250106,     1.4749
1102   ,亞泥         ,20250107,     0.2475
2498   ,宏達電       ,20250107,    -5.9959
2882   ,國泰金       ,20250107,     0.4360
1102   ,亞泥         ,20250108,    -1.6049
2498   ,宏達電       ,20250108,     4.6486
2882   ,國泰金       ,20250108,    -0.4342
1102   ,亞泥         ,20250109,    -1.0038
2498   ,宏達電       ,20250109,    -1.6529
2882   ,國泰金       ,20250109,    -0.7267
1102   ,亞泥         ,20250110,    -0.6337
2498   ,宏達電       ,20250110,    -2.4160
2882   ,國泰金       ,20250110,    -4.6852
1102   ,亞泥         ,20250113,     0.6378
2498   ,宏達電       ,20250113,    -2.4758
2882   ,國泰金       ,20250113,    -1.3825
1102   ,亞泥         ,20250114,     1.0139
2498   ,宏達電       ,20250114,     0.7726
2882   ,國泰金       ,20250114,     2.0249
1102   ,亞泥         ,20250115,     1.2547
2498   ,宏達電       ,20250115,     6.9003
2882   ,國泰金       ,20250115,    -1.2214
1102   ,亞泥         ,20250116,     1.3631
2498   ,宏達電       ,20250116,     0.0000
2882   ,國泰金       ,20250116,     1.2365
1102   ,亞泥         ,20250117,     1.2225
2498   ,宏達電       ,20250117,     5.3279
2882   ,國泰金       ,20250117,     0.0000
1102   ,亞泥         ,20250120,    -0.6039
2498   ,宏達電       ,20250120,     8.1712
2882   ,國泰金       ,20250120,    -0.6107
1102   ,亞泥         ,20250121,    -0.1215
2498   ,宏達電       ,20250121,     2.5180
2882   ,國泰金       ,20250121,     1.2289
1102   ,亞泥         ,20250122,     0.0000
2498   ,宏達電       ,20250122,     3.8596
2882   ,國泰金       ,20250122,     1.3657
1102   ,亞泥         ,20250203,    -0.9732
2498   ,宏達電       ,20250203,    -9.9662
2882   ,國泰金       ,20250203,    -1.1976
1102   ,亞泥         ,20250204,     0.1229
2498   ,宏達電       ,20250204,    -9.9437
2882   ,國泰金       ,20250204,    -1.2121
1102   ,亞泥         ,20250205,     0.6135
2498   ,宏達電       ,20250205,     0.1042
2882   ,國泰金       ,20250205,     1.9939
1102   ,亞泥         ,20250206,    -0.2439
2498   ,宏達電       ,20250206,     2.3933
2882   ,國泰金       ,20250206,     0.6015
1102   ,亞泥         ,20250207,    -0.1222
2498   ,宏達電       ,20250207,    -3.9634
2882   ,國泰金       ,20250207,     0.0000
1102   ,亞泥         ,20250210,    -2.0808
2498   ,宏達電       ,20250210,     0.9524
2882   ,國泰金       ,20250210,     0.7474
1102   ,亞泥         ,20250211,     0.0000
2498   ,宏達電       ,20250211,    -1.7820
2882   ,國泰金       ,20250211,     1.6320
1102   ,亞泥         ,20250212,     0.2500
2498   ,宏達電       ,20250212,     0.1067
2882   ,國泰金       ,20250212,     0.2920
1102   ,亞泥         ,20250213,     3.1172
2498   ,宏達電       ,20250213,     2.0256
2882   ,國泰金       ,20250213,     0.0000
1102   ,亞泥         ,20250214,    -0.3628
2498   ,宏達電       ,20250214,    -0.6270
2882   ,國泰金       ,20250214,     0.0000
1102   ,亞泥         ,20250217,     0.7282
2498   ,宏達電       ,20250217,     0.3155
2882   ,國泰金       ,20250217,     0.4367
1102   ,亞泥         ,20250218,    -0.2410
2498   ,宏達電       ,20250218,    -0.4193
2882   ,國泰金       ,20250218,     0.2899
1102   ,亞泥         ,20250219,    -0.7246
2498   ,宏達電       ,20250219,     1.0526
2882   ,國泰金       ,20250219,    -0.7225
1102   ,亞泥         ,20250220,     1.0949
2498   ,宏達電       ,20250220,    -0.7292
2882   ,國泰金       ,20250220,     0.1456
1102   ,亞泥         ,20250221,     1.0830
2498   ,宏達電       ,20250221,    -1.4690
2882   ,國泰金       ,20250221,     0.1453
1102   ,亞泥         ,20250224,     0.2381
2498   ,宏達電       ,20250224,    -0.3195
2882   ,國泰金       ,20250224,    -0.2903
1102   ,亞泥         ,20250225,    -0.4751
2498   ,宏達電       ,20250225,    -0.6410
2882   ,國泰金       ,20250225,     0.0000
1102   ,亞泥         ,20250226,     0.4773
2498   ,宏達電       ,20250226,     0.6452
2882   ,國泰金       ,20250226,     0.7278
1102   ,亞泥         ,20250227,    -0.7126
2498   ,宏達電       ,20250227,    -0.9615
2882   ,國泰金       ,20250227,    -1.1561
1102   ,亞泥         ,20250303,     5.5024
2498   ,宏達電       ,20250303,    -3.5599
2882   ,國泰金       ,20250303,     0.5848
1102   ,亞泥         ,20250304,    -0.9070
2498   ,宏達電       ,20250304,    -0.4474
2882   ,國泰金       ,20250304,    -1.5988
1102   ,亞泥         ,20250305,    -0.3432
2498   ,宏達電       ,20250305,     1.7978
2882   ,國泰金       ,20250305,     0.7386
1102   ,亞泥         ,20250306,     0.4592
2498   ,宏達電       ,20250306,    -1.7660
2882   ,國泰金       ,20250306,     0.7331
1102   ,亞泥         ,20250307,     0.5714
2498   ,宏達電       ,20250307,    -0.5618
2882   ,國泰金       ,20250307,    -2.0378
1102   ,亞泥         ,20250310,     0.1136
2498   ,宏達電       ,20250310,     1.3559
2882   ,國泰金       ,20250310,     0.0000
1102   ,亞泥         ,20250311,     0.2270
2498   ,宏達電       ,20250311,    -0.3344
2882   ,國泰金       ,20250311,    -2.0802
1102   ,亞泥         ,20250312,    -0.1133
2498   ,宏達電       ,20250312,    -0.3356
2882   ,國泰金       ,20250312,     0.9105
1102   ,亞泥         ,20250313,     0.0000
2498   ,宏達電       ,20250313,    -0.5612
2882   ,國泰金       ,20250313,    -0.9023
1102   ,亞泥         ,20250314,     1.1338
2498   ,宏達電       ,20250314,     3.2731
2882   ,國泰金       ,20250314,     0.1517
1102   ,亞泥         ,20250317,    -0.6726
2498   ,宏達電       ,20250317,    -1.8579
2882   ,國泰金       ,20250317,     0.0000
1102   ,亞泥         ,20250318,     1.5801
2498   ,宏達電       ,20250318,     1.5590
2882   ,國泰金       ,20250318,     0.7576
1102   ,亞泥         ,20250319,     0.1111
2498   ,宏達電       ,20250319,    -0.5482
2882   ,國泰金       ,20250319,    -1.8045
1102   ,亞泥         ,20250320,     0.9989
2498   ,宏達電       ,20250320,     0.5513
2882   ,國泰金       ,20250320,     0.9188
1102   ,亞泥         ,20250321,    -0.8791
2498   ,宏達電       ,20250321,    -1.3158
2882   ,國泰金       ,20250321,    -1.2140
1102   ,亞泥         ,20250324,     1.4412
2498   ,宏達電       ,20250324,    -1.0000
2882   ,國泰金       ,20250324,    -0.1536
1102   ,亞泥         ,20250325,     0.2186
2498   ,宏達電       ,20250325,    -3.8159
2882   ,國泰金       ,20250325,     0.0000
1102   ,亞泥         ,20250326,     1.6358
2498   ,宏達電       ,20250326,     1.4002
2882   ,國泰金       ,20250326,     0.6154
1102   ,亞泥         ,20250327,     1.1803
2498   ,宏達電       ,20250327,    -0.4603
2882   ,國泰金       ,20250327,    -0.1529
1102   ,亞泥         ,20250328,    -0.3181
2498   ,宏達電       ,20250328,    -3.2370
2882   ,國泰金       ,20250328,    -1.9908
1102   ,亞泥         ,20250331,    -0.6383
2498   ,宏達電       ,20250331,    -6.3321
2882   ,國泰金       ,20250331,    -4.3750
1102   ,亞泥         ,20250401,     0.5353
2498   ,宏達電       ,20250401,     3.8265
2882   ,國泰金       ,20250401,     0.6536
1102   ,亞泥         ,20250402,     0.6390
2498   ,宏達電       ,20250402,     1.5971
2882   ,國泰金       ,20250402,     0.0000
1102   ,亞泥         ,20250407,    -9.9471
2498   ,宏達電       ,20250407,    -9.9154
2882   ,國泰金       ,20250407,    -9.9026
1102   ,亞泥         ,20250408,     3.0552
2498   ,宏達電       ,20250408,    -5.6376
2882   ,國泰金       ,20250408,    -2.5225
1102   ,亞泥         ,20250409,    -1.2543
2498   ,宏達電       ,20250409,    -9.6728
2882   ,國泰金       ,20250409,    -8.5028
1102   ,亞泥         ,20250410,     4.2725
2498   ,宏達電       ,20250410,     9.9213
2882   ,國泰金       ,20250410,     9.8990
1102   ,亞泥         ,20250411,     0.2215
2498   ,宏達電       ,20250411,     3.5817
2882   ,國泰金       ,20250411,    -0.3676
1102   ,亞泥         ,20250414,     0.1105
2498   ,宏達電       ,20250414,     1.7981
2882   ,國泰金       ,20250414,     0.5535
1102   ,亞泥         ,20250415,    -0.9934
2498   ,宏達電       ,20250415,     2.5815
2882   ,國泰金       ,20250415,     2.7523
1102   ,亞泥         ,20250416,    -1.7837
2498   ,宏達電       ,20250416,    -1.8543
2882   ,國泰金       ,20250416,    -2.1429
1102   ,亞泥         ,20250417,     1.0216
2498   ,宏達電       ,20250417,    -0.4049
2882   ,國泰金       ,20250417,    -1.6423
1102   ,亞泥         ,20250418,     0.0000
2498   ,宏達電       ,20250418,    -0.4065
2882   ,國泰金       ,20250418,    -0.5566
1102   ,亞泥         ,20250421,     0.7865
2498   ,宏達電       ,20250421,    -3.5374
2882   ,國泰金       ,20250421,     0.9328
1102   ,亞泥         ,20250422,    -1.3378
2498   ,宏達電       ,20250422,     0.9873
2882   ,國泰金       ,20250422,    -2.9575
1102   ,亞泥         ,20250423,     0.4520
2498   ,宏達電       ,20250423,     1.9553
2882   ,國泰金       ,20250423,     2.0952
1102   ,亞泥         ,20250424,     0.0000
2498   ,宏達電       ,20250424,     4.9315
2882   ,國泰金       ,20250424,    -0.1866
1102   ,亞泥         ,20250425,    -1.1249
2498   ,宏達電       ,20250425,    -0.7833
2882   ,國泰金       ,20250425,     1.1215
1102   ,亞泥         ,20250428,     1.5927
2498   ,宏達電       ,20250428,     3.6842
2882   ,國泰金       ,20250428,     0.9242
1102   ,亞泥         ,20250429,     0.5599
2498   ,宏達電       ,20250429,     0.6345
2882   ,國泰金       ,20250429,     2.0147
1102   ,亞泥         ,20250430,     0.2227
2498   ,宏達電       ,20250430,    -2.3960
2882   ,國泰金       ,20250430,     5.0269
1102   ,亞泥         ,20250502,    -0.3333
2498   ,宏達電       ,20250502,     1.0336
2882   ,國泰金       ,20250502,     0.3419
1102   ,亞泥         ,20250505,     1.5608
2498   ,宏達電       ,20250505,    -2.8133
2882   ,國泰金       ,20250505,    -6.8143
1102   ,亞泥         ,20250506,     0.2195
2498   ,宏達電       ,20250506,     1.3158
2882   ,國泰金       ,20250506,     2.1938
1102   ,亞泥         ,20250507,     0.1095
2498   ,宏達電       ,20250507,    -1.0390
2882   ,國泰金       ,20250507,     0.5367
1102   ,亞泥         ,20250508,    -1.4223
2498   ,宏達電       ,20250508,     2.8871
2882   ,國泰金       ,20250508,    -1.7794
1102   ,亞泥         ,20250509,     1.1099
2498   ,宏達電       ,20250509,    -3.0612
2882   ,國泰金       ,20250509,     0.0000
1102   ,亞泥         ,20250512,    -0.9879
2498   ,宏達電       ,20250512,     5.6579
2882   ,國泰金       ,20250512,     1.6304
1102   ,亞泥         ,20250513,     0.3326
2498   ,宏達電       ,20250513,    -1.6189
2882   ,國泰金       ,20250513,     3.2086
1102   ,亞泥         ,20250514,    -0.7735
2498   ,宏達電       ,20250514,     1.5190
2882   ,國泰金       ,20250514,     1.5544
1102   ,亞泥         ,20250515,    -1.4477
2498   ,宏達電       ,20250515,    -0.2494
2882   ,國泰金       ,20250515,     1.3605
1102   ,亞泥         ,20250516,     0.3390
2498   ,宏達電       ,20250516,     0.8750
2882   ,國泰金       ,20250516,     5.7047
1102   ,亞泥         ,20250519,    -0.4505
2498   ,宏達電       ,20250519,    -2.9740
2882   ,國泰金       ,20250519,    -3.9683
1102   ,亞泥         ,20250520,     2.0362
2498   ,宏達電       ,20250520,     2.1711
2882   ,國泰金       ,20250520,     1.6529
1102   ,亞泥         ,20250521,    -0.6652
2498   ,宏達電       ,20250521,     5.5000
2882   ,國泰金       ,20250521,     3.2520
1102   ,亞泥         ,20250522,    -3.2366
2498   ,宏達電       ,20250522,    -3.4360
2882   ,國泰金       ,20250522,     3.3071
1102   ,亞泥         ,20250523,    -0.9227
2498   ,宏達電       ,20250523,    -1.5951
2882   ,國泰金       ,20250523,     0.1524
1102   ,亞泥         ,20250526,    -0.5821
2498   ,宏達電       ,20250526,    -0.2494
2882   ,國泰金       ,20250526,    -4.1096
1102   ,亞泥         ,20250527,    -1.6393
2498   ,宏達電       ,20250527,    -1.7500
2882   ,國泰金       ,20250527,    -1.2698
1102   ,亞泥         ,20250528,     0.8333
2498   ,宏達電       ,20250528,    -1.2723
2882   ,國泰金       ,20250528,    -1.6077
1102   ,亞泥         ,20250529,    -1.1806
2498   ,宏達電       ,20250529,     0.1289
2882   ,國泰金       ,20250529,    -2.2876
1102   ,亞泥         ,20250602,    -0.3584
2498   ,宏達電       ,20250602,    -4.2471
2882   ,國泰金       ,20250602,     1.0033
1102   ,亞泥         ,20250603,     0.2398
2498   ,宏達電       ,20250603,     0.8065
2882   ,國泰金       ,20250603,     5.7947
1102   ,亞泥         ,20250604,    -0.9569
2498   ,宏達電       ,20250604,     1.7333
2882   ,國泰金       ,20250604,     1.2520
1102   ,亞泥         ,20250605,     0.6039
2498   ,宏達電       ,20250605,    -0.5242
2882   ,國泰金       ,20250605,     2.1638
1102   ,亞泥         ,20250606,     1.0804
2498   ,宏達電       ,20250606,     1.4493
2882   ,國泰金       ,20250606,     0.3026
